Label,ClassName
192,Bicycle
193,Clutter
194,Clutter
195,Car
196,Clutter
197,Car
198,GOP
199,Clutter
200,Bicycle
201,Clutter
202,Car
203,Pedestrian
204,Pedestrian
205,Car
206,Pedestrian
207,Pedestrian
208,Clutter
209,Car
210,Clutter
211,Pedestrian
212,Car
213,Clutter
214,Pedestrian
215,Car
216,Car
217,Clutter
218,Clutter
219,Clutter
220,Car
221,Clutter
222,Pedestrian
223,Car
224,Car
225,Pedestrian
226,Pedestrian
227,Car
228,Car
229,Clutter
230,Bicycle
231,Clutter
232,Pedestrian
233,Clutter
234,Clutter
235,Clutter
236,Clutter
237,Clutter
238,Car
239,Clutter
240,Car
241,Car
242,Car
243,Pedestrian
244,Car
245,Car
246,Clutter
247,Clutter
248,Car
249,Clutter
250,Clutter
251,Clutter
252,Clutter
253,Clutter
254,Pedestrian
255,Clutter
256,Clutter
257,Bicycle
258,Clutter
259,Clutter
260,Bicycle
261,Clutter
262,Clutter
263,Clutter
264,Clutter
265,Clutter
266,Clutter
267,Bicycle
268,Clutter
269,Clutter
270,Clutter
271,Clutter
272,Clutter
273,Clutter
274,Bicycle
275,Clutter
276,Clutter
277,Clutter
278,Clutter
279,Clutter
280,Clutter
281,Clutter
282,Clutter
283,Clutter
284,Bicycle
285,Car
286,Clutter
287,Car
288,Car
289,Car
290,Clutter
291,Clutter
292,Clutter
293,Clutter
294,Pedestrian
295,Car
296,Clutter
297,Clutter
298,Clutter
299,Clutter
300,Car
301,Clutter
302,Clutter
303,Clutter
304,Car
305,Pedestrian
306,Pedestrian
307,Bicycle
308,GOP
309,Clutter
310,Pedestrian
311,Clutter
312,Clutter
313,Clutter
314,Clutter
315,Clutter
316,Clutter
317,Clutter
318,Pedestrian
319,Clutter
320,Bicycle
321,Clutter
322,Clutter
323,Clutter
324,Clutter
325,Clutter
326,Clutter
327,Clutter
328,Clutter
329,Clutter
330,Clutter
331,Clutter
332,Clutter
333,Clutter
334,Clutter
335,Clutter
336,Clutter
337,Clutter
338,Clutter
339,Bicycle
340,Car
341,Clutter
342,Clutter
343,Pedestrian
344,Pedestrian
345,Clutter
346,Clutter
347,Bicycle
348,Clutter
349,Car
350,Clutter
351,Bicycle
352,Clutter
353,Car
354,Car
355,Bicycle
356,Bicycle
357,Bicycle
358,Clutter
359,Clutter
360,Bicycle
361,Clutter
362,Clutter
363,Clutter
364,Car
365,Bicycle
366,Clutter
367,Clutter
368,Car
369,Clutter
370,Car
371,Clutter
372,Bicycle
373,Bicycle
374,Car
375,Clutter
376,Clutter
377,Clutter
378,Pedestrian
379,Pedestrian
380,Clutter
381,Clutter
382,Car
383,Bicycle
384,Bicycle
385,Car
386,Clutter
387,Clutter
388,Clutter
389,Clutter
390,Clutter
391,Pedestrian
392,Bicycle
393,Pedestrian
394,Clutter
395,Pedestrian
396,Clutter
397,Bicycle
398,Car
399,Car
400,Clutter
401,Car
402,Car
403,Pedestrian
404,Car
405,Car
406,Clutter
407,Car
408,Bicycle
409,Clutter
410,Clutter
411,Clutter
412,Bicycle
413,Car
414,Clutter
415,Bicycle
416,Clutter
417,Clutter
418,Clutter
419,Clutter
420,Pedestrian
421,Clutter
422,GOP
423,Clutter
424,Clutter
425,Car
426,Bicycle
427,Bicycle
428,Car
429,Clutter
430,Car
431,Bicycle
432,Pedestrian
433,Clutter
434,Pedestrian
435,Pedestrian
436,Bicycle
437,Clutter
438,Pedestrian
439,Bicycle
440,Pedestrian
441,Car
442,Pedestrian
443,Clutter
444,Clutter
445,Clutter
446,Clutter
447,Pedestrian
448,Clutter
449,Clutter
450,Clutter
451,Clutter
452,Clutter
453,Clutter
454,Clutter
455,Clutter
456,Clutter
457,Bicycle
458,Clutter
459,Car
460,Clutter
461,GOP
462,Car
463,Clutter
464,Clutter
465,Clutter
466,Clutter
467,Car
468,Car
469,Clutter
470,Car
471,Bicycle
472,Car
473,Clutter
474,Clutter
475,Car
476,Clutter
477,Car
478,Bicycle
479,Clutter
480,Car
481,Car
482,Clutter
483,Clutter
484,Clutter
485,Bicycle
486,Car
487,Clutter
488,Bicycle
489,Clutter
490,Clutter
491,Clutter
492,Clutter
493,Car
494,Clutter
495,Clutter
496,Clutter
497,Clutter
498,Clutter
499,GOP
500,Clutter
501,Clutter
502,Clutter
503,Clutter
504,Clutter
505,Clutter
506,Clutter
507,Clutter
508,Bicycle
509,Car
510,Clutter
511,Clutter
512,Clutter
513,Clutter
514,Car
515,Car
516,Clutter
517,Car
518,Clutter
519,Car
520,Car
521,Car
522,Car
523,Car
524,Car
525,Pedestrian
526,Car
527,Clutter
528,Clutter
529,Clutter
530,Bicycle
531,Clutter
532,Car
533,Pedestrian
534,Clutter
535,Clutter
536,Clutter
537,Clutter
538,Bicycle
539,Clutter
540,Pedestrian
541,Car
542,Car
543,Pedestrian
544,Pedestrian
545,Clutter
546,Bicycle
547,Clutter
548,Clutter
549,Clutter
550,Pedestrian
551,Pedestrian
552,Pedestrian
553,Pedestrian
554,Car
555,Clutter
556,Pedestrian
557,Clutter
558,Car
559,Car
560,Clutter
561,Car
562,Clutter
563,Pedestrian
564,Bicycle
565,Clutter
566,Clutter
567,Clutter
568,Pedestrian
569,Clutter
570,Clutter
571,Clutter
572,Clutter
573,Clutter
574,Car
575,Bicycle
576,Clutter
577,Clutter
578,Clutter
579,Clutter
580,Clutter
581,Clutter
582,Clutter
583,Clutter
584,Clutter
585,GOP
586,Car
587,Clutter
588,Clutter
589,Pedestrian
590,Car
591,Pedestrian
592,Pedestrian
593,Car
594,Clutter
595,Clutter
596,Clutter
597,Clutter
598,Pedestrian
599,GOP
600,GOP
601,Clutter
602,GOP
603,Clutter
604,Car
605,Pedestrian
606,GOP
607,Car
608,Car
609,Clutter
610,Clutter
611,Car
612,Clutter
613,Bicycle
614,Clutter
615,Bicycle
616,Pedestrian
617,Bicycle
618,Clutter
619,Car
620,Bicycle
621,Pedestrian
622,Clutter
623,Clutter
624,Bicycle
625,Clutter
626,Clutter
627,Car
628,Car
629,Car
630,Car
631,Clutter
632,Clutter
633,Bicycle
634,Clutter
635,Clutter
636,Car
637,Car
638,Clutter
639,Clutter
640,Clutter
641,Car
642,Clutter
643,Pedestrian
644,Clutter
645,Car
646,Clutter
647,Clutter
648,Car
649,Clutter
650,Bicycle
651,Pedestrian
652,Clutter
653,Clutter
654,Clutter
655,Bicycle
656,Clutter
657,Clutter
658,Car
659,Clutter
660,Clutter
661,Clutter
662,Pedestrian
663,Clutter
664,Car
665,Clutter
666,Car
667,Car
668,Car
669,Clutter
670,Clutter
671,Clutter
672,Clutter
673,Car
674,Clutter
675,Bicycle
676,Car
677,Clutter
678,Car
679,Clutter
680,Clutter
681,Clutter
682,Bicycle
683,Clutter
684,Bicycle
685,Clutter
686,Clutter
687,Car
688,Clutter
689,Clutter
690,Car
691,Clutter
692,Clutter
693,Clutter
694,Car
695,Clutter
696,Car
697,Bicycle
698,Pedestrian
699,Car
700,Clutter
701,Clutter
702,Clutter
703,Clutter
704,Bicycle
705,Clutter
706,Car
707,Clutter
708,Clutter
709,Pedestrian
710,Clutter
711,Clutter
712,Clutter
713,Bicycle
714,Car
715,Clutter
716,Car
717,Clutter
718,Clutter
719,Clutter
720,Clutter
721,Clutter
722,Clutter
723,Clutter
724,Clutter
725,Car
726,Car
727,Car
728,Clutter
729,Clutter
730,Pedestrian
731,Bicycle
732,Clutter
733,Car
734,Clutter
735,Clutter
736,Clutter
737,Clutter
738,Clutter
739,Clutter
740,Clutter
741,Clutter
742,Bicycle
743,Clutter
744,Bicycle
745,Clutter
746,Clutter
747,Clutter
748,Clutter
749,Bicycle
750,Clutter
751,Clutter
752,Bicycle
753,Clutter
754,Bicycle
755,Clutter
756,Clutter
757,Clutter
758,Clutter
759,Pedestrian
760,Clutter
761,Car
762,Clutter
763,Clutter
764,Pedestrian
765,Car
766,Pedestrian
767,Clutter
768,Pedestrian
769,Clutter
770,Pedestrian
771,Pedestrian
772,Car
773,Pedestrian
774,Clutter
775,Car
776,Car
777,GOP
778,Clutter
779,Pedestrian
780,Clutter
781,Clutter
782,Clutter
783,Clutter
784,Pedestrian
785,Car
786,Pedestrian
787,Clutter
788,Pedestrian
789,Car
790,Pedestrian
791,Car
792,Car
793,Clutter
794,Clutter
795,Pedestrian
796,Clutter
797,Bicycle
798,Car
799,Car
800,Pedestrian
801,Clutter
802,Clutter
803,Clutter
804,Car
805,Clutter
806,Car
807,Car
808,Bicycle
809,Bicycle
810,Car
811,Car
812,Clutter
813,Clutter
814,Pedestrian
815,Car
816,Car
817,Car
818,Car
819,Bicycle
820,Car
821,Clutter
822,Bicycle
823,Clutter
824,Car
825,Clutter
826,Car
827,Clutter
828,GOP
829,Bicycle
830,Car
831,Clutter
832,GOP
833,Clutter
834,Bicycle
835,Clutter
836,Car
837,Clutter
838,Bicycle
839,Clutter
840,Bicycle
841,Clutter
842,Clutter
843,Clutter
844,Clutter
845,Clutter
846,Clutter
847,Clutter
848,Bicycle
849,Clutter
850,Clutter
851,Clutter
852,Car
853,Bicycle
854,Clutter
855,Bicycle
856,Clutter
857,Clutter
858,Bicycle
859,Clutter
860,Clutter
861,Clutter
862,Car
863,Clutter
864,Bicycle
865,Clutter
866,Pedestrian
867,Pedestrian
868,Car
869,Bicycle
870,Clutter
871,Car
872,Clutter
873,Bicycle
874,Clutter
875,Bicycle
876,Pedestrian
877,Clutter
878,Pedestrian
879,Clutter
880,Car
881,Car
882,Clutter
883,Pedestrian
884,Car
885,Car
886,Car
887,Car
888,Pedestrian
889,Car
890,Car
891,Clutter
892,Clutter
893,Clutter
894,Bicycle
895,Clutter
896,Clutter
897,GOP
898,Clutter
899,Pedestrian
900,Pedestrian
901,Clutter
902,Clutter
903,Clutter
904,Bicycle
905,Car
906,Car
907,Clutter
908,Car
909,Clutter
910,Clutter
911,Clutter
912,Car
913,Bicycle
914,Bicycle
915,Clutter
916,Clutter
917,Bicycle
918,Bicycle
919,Clutter
920,Clutter
921,Clutter
922,Bicycle
923,Clutter
924,Bicycle
925,Car
926,Clutter
927,Bicycle
928,Clutter
929,Bicycle
930,Pedestrian
931,Clutter
932,Clutter
933,Clutter
934,Clutter
935,Bicycle
936,Car
937,Clutter
938,Clutter
939,Clutter
940,Clutter
941,Bicycle
942,Bicycle
943,GOP
944,Car
945,Bicycle
946,Car
947,Pedestrian
948,Bicycle
949,Clutter
950,Bicycle
951,Bicycle
952,Bicycle
953,Bicycle
954,Clutter
955,Clutter
956,Bicycle
957,Clutter
958,Bicycle
959,Bicycle
960,Car
961,Clutter
962,Bicycle
963,Car
964,Clutter
965,Car
966,Clutter
967,Bicycle
968,Clutter
969,Pedestrian
970,Car
971,Bicycle
972,Clutter
973,Clutter
974,Clutter
975,Clutter
976,GOP
977,Clutter
978,Bicycle
979,Clutter
980,Clutter
981,Pedestrian
982,Clutter
983,Clutter
984,Car
985,Clutter
986,Clutter
987,Clutter
988,Pedestrian
989,Car
990,Clutter
991,Clutter
992,Clutter
993,Clutter
994,Clutter
995,Car
996,Bicycle
997,Pedestrian
998,Clutter
999,Bicycle
1000,Clutter
1001,Bicycle
1002,Clutter
1003,Bicycle
1004,Bicycle
1005,Clutter
1006,Clutter
1007,Bicycle
1008,Bicycle
1009,Pedestrian
1010,Clutter
1011,Bicycle
1012,Clutter
1013,Bicycle
1014,Car
1015,Clutter
1016,Bicycle
1017,Car
1018,Clutter
1019,Pedestrian
1020,Bicycle
1021,Pedestrian
1022,Clutter
1023,Pedestrian
1024,Pedestrian
1025,Pedestrian
1026,Clutter
1027,Bicycle
1028,Bicycle
1029,Car
1030,Bicycle
1031,Car
1032,Bicycle
1033,Clutter
1034,Bicycle
1035,Car
1036,Clutter
1037,Clutter
1038,Clutter
1039,Pedestrian
1040,Car
1041,Clutter
1042,Pedestrian
1043,Car
1044,Clutter
1045,Clutter
1046,Car
1047,Clutter
1048,Clutter
1049,Clutter
1050,Clutter
1051,Clutter
1052,Clutter
1053,Car
1054,Clutter
1055,Bicycle
1056,Clutter
1057,Clutter
1058,Clutter
1059,Clutter
1060,Clutter
1061,Clutter
1062,Car
1063,Clutter
1064,Clutter
1065,Clutter
1066,Clutter
1067,Clutter
1068,Clutter
1069,Clutter
1070,Clutter
1071,Clutter
1072,Clutter
1073,Pedestrian
1074,Clutter
1075,Clutter
1076,Car
1077,Clutter
1078,Car
1079,Car
1080,Car
1081,Car
1082,Car
1083,Car
1084,Car
1085,Bicycle
1086,Clutter
1087,Clutter
1088,Car
1089,Car
1090,Clutter
1091,Clutter
1092,Pedestrian
1093,GOP
1094,Car
1095,Car
1096,Clutter
1097,Clutter
1098,Car
1099,Clutter
1100,Pedestrian
1101,Bicycle
1102,Clutter
1103,Pedestrian
1104,Bicycle
1105,GOP
1106,Clutter
1107,Car
1108,Clutter
1109,Car
1110,Clutter
1111,Clutter
1112,Clutter
1113,Clutter
1114,Clutter
1115,Bicycle
1116,Bicycle
1117,Pedestrian
1118,Bicycle
1119,Bicycle
1120,Car
1121,Clutter
1122,Car
1123,Car
1124,Clutter
1125,Clutter
1126,Clutter
1127,Clutter
1128,Clutter
1129,Clutter
1130,Clutter
1131,Clutter
1132,Pedestrian
1133,Clutter
1134,Clutter
1135,Pedestrian
1136,Clutter
1137,Clutter
1138,Clutter
1139,Bicycle
1140,Clutter
1141,Clutter
1142,Clutter
1143,Car
1144,Bicycle
1145,Car
1146,Car
1147,Clutter
1148,Car
1149,Clutter
1150,Clutter
1151,Clutter
1152,Pedestrian
1153,Clutter
1154,Car
1155,Car
1156,Clutter
1157,Clutter
1158,Clutter
1159,Pedestrian
1160,Car
1161,Car
1162,Clutter
1163,Clutter
1164,Pedestrian
1165,Pedestrian
1166,Pedestrian
1167,Car
1168,Car
1169,Car
1170,Car
1171,Clutter
1172,Car
1173,Clutter
1174,Clutter
1175,Clutter
1176,Clutter
1177,Car
1178,Car
1179,Bicycle
1180,Car
1181,Bicycle
1182,Car
1183,Clutter
1184,Clutter
1185,Clutter
1186,Bicycle
1187,Clutter
1188,Bicycle
1189,Car
1190,Car
1191,Clutter
1192,Car
1193,Clutter
1194,Car
1195,Clutter
1196,Car
1197,Clutter
1198,Clutter
1199,Car
1200,Clutter
1201,Clutter
1202,Car
1203,Car
1204,Car
1205,Bicycle
1206,Bicycle
1207,Clutter
1208,Car
1209,Pedestrian
1210,Clutter
1211,Clutter
1212,Clutter
1213,Car
1214,Clutter
1215,Clutter
1216,Bicycle
1217,Clutter
1218,GOP
1219,Bicycle
1220,Pedestrian
1221,Clutter
1222,Clutter
1223,Car
1224,Bicycle
1225,Clutter
1226,Bicycle
1227,Clutter
1228,Pedestrian
1229,Clutter
1230,Pedestrian
1231,Car
1232,Car
1233,Pedestrian
1234,Clutter
1235,Car
1236,Car
1237,Clutter
1238,Bicycle
1239,Pedestrian
1240,Car
1241,Bicycle
1242,Pedestrian
1243,Clutter
1244,Pedestrian
1245,Clutter
1246,Bicycle
1247,Clutter
1248,Clutter
1249,Clutter
1250,Car
1251,Clutter
1252,Clutter
1253,Clutter
1254,Clutter
1255,Clutter
1256,Pedestrian
1257,Clutter
1258,Pedestrian
1259,Pedestrian
1260,GOP
1261,Pedestrian
1262,Clutter
1263,Clutter
1264,Bicycle
1265,Clutter
1266,Clutter
1267,Clutter
1268,Car
1269,Pedestrian
1270,Car
1271,Pedestrian
1272,Car
1273,Car
1274,Clutter
1275,Clutter
1276,Clutter
1277,Clutter
1278,GOP
1279,Bicycle
1280,Clutter
1281,Clutter
1282,Clutter
1283,Clutter
1284,Clutter
1285,Clutter
1286,Clutter
1287,Clutter
1288,Clutter
1289,Car
1290,Clutter
1291,Car
1292,Clutter
1293,Clutter
1294,Clutter
1295,Bicycle
1296,Clutter
1297,Clutter
1298,Clutter
1299,Clutter
1300,Car
1301,Bicycle
1302,Car
1303,Clutter
1304,Bicycle
1305,Pedestrian
1306,Clutter
1307,Clutter
1308,Bicycle
1309,Car
1310,Clutter
1311,Clutter
1312,Clutter
1313,Bicycle
1314,Bicycle
1315,Car
1316,Bicycle
1317,Car
1318,Car
1319,Car
1320,Car
1321,Clutter
1322,Pedestrian
1323,Car
1324,Clutter
1325,Car
1326,Car
1327,Clutter
1328,Car
1329,Clutter
1330,Bicycle
1331,Bicycle
1332,Clutter
1333,Clutter
1334,Car
1335,Clutter
1336,Car
1337,Pedestrian
1338,Clutter
1339,Clutter
1340,Clutter
1341,Clutter
1342,Bicycle
1343,Car
1344,Clutter
1345,Car
1346,Car
1347,Clutter
1348,Clutter
1349,Clutter
1350,Bicycle
1351,Car
1352,Bicycle
1353,Bicycle
1354,Clutter
1355,Pedestrian
1356,Car
1357,Car
1358,Car
1359,Clutter
1360,Clutter
1361,Clutter
1362,Clutter
1363,Pedestrian
1364,Clutter
1365,Pedestrian
1366,Clutter
1367,Car
1368,Pedestrian
1369,Car
1370,Clutter
1371,Clutter
1372,Car
1373,Car
1374,Clutter
1375,Clutter
